"Contributeur","Factor23","abs_Value"
"RPL39",0.961624137354237,0.961624137354237
"RPL21P16",0.923579851326908,0.923579851326908
"RPLP0",0.857649997110462,0.857649997110462
"RPS11",0.84472884692854,0.84472884692854
"SNRPD2",0.777785790149709,0.777785790149709
"SCARNA10",0.7540200593262,0.7540200593262
"RPS18",0.711539273059997,0.711539273059997
"RPL36",0.705085858261461,0.705085858261461
"AL356488.2",0.683140366983205,0.683140366983205
"RPS10",0.678718907595282,0.678718907595282
"AL355075.4",0.669392944476635,0.669392944476635
"RPL13",0.666435447125096,0.666435447125096
"RACK1",0.661270249434083,0.661270249434083
"GPX4",0.656340875338546,0.656340875338546
"AC122718.2",0.648455868109617,0.648455868109617
"RPS5",0.628637407367424,0.628637407367424
"SCARNA12",0.625057430629477,0.625057430629477
"NT5C",0.612601996035316,0.612601996035316
"RPS29",0.611152481689565,0.611152481689565
"ENTPD1",0.606903928534689,0.606903928534689
"RPL8",0.604102813664448,0.604102813664448
"RPL10",0.597784427575718,0.597784427575718
"SCRN2",0.590197864724536,0.590197864724536
"ANKRD36C",0.589070648275081,0.589070648275081
"EXOSC5",0.580807247131095,0.580807247131095
"RF00100",0.569887674077725,0.569887674077725
"CD81",0.565678269503916,0.565678269503916
"NDUFV1",0.563365452682161,0.563365452682161
"ZNF618",0.56173159258292,0.56173159258292
"ZMAT1",0.558533102667408,0.558533102667408
"AC025279.1",0.557176968703336,0.557176968703336
"YES1P1",0.557098459698231,0.557098459698231
"TMEM141",0.551661340369458,0.551661340369458
"KAT2A",0.548730153914934,0.548730153914934
"ADAM15",0.546644771706998,0.546644771706998
"LINC00954",0.546249387985656,0.546249387985656
"WDR83OS",0.541890422274221,0.541890422274221
"CYB561D2",0.541866738230047,0.541866738230047
"FPGS",0.54048039545829,0.54048039545829
"ATP5MC2",0.536741833072145,0.536741833072145
"ETFB",0.536602779345887,0.536602779345887
"SMG1P1",0.533980036257348,0.533980036257348
"ACVR2B",0.531280139958719,0.531280139958719
"VARS",0.526080666074975,0.526080666074975
"PLIN2",0.521600738027017,0.521600738027017
"C12orf10",0.520592916276099,0.520592916276099
"UBA52",0.520123090934697,0.520123090934697
"RPL29",0.519271185610541,0.519271185610541
"RPL35",0.519133487679298,0.519133487679298
"PCBP2",0.516765083261914,0.516765083261914
"AL589863.1",0.515380350496738,0.515380350496738
"RPL9",0.513972865796461,0.513972865796461
"SMG1P3",0.505403648139332,0.505403648139332
"APRT",0.505181679074168,0.505181679074168
"FUS",0.504957591579293,0.504957591579293
"RPS9",0.503888716684091,0.503888716684091
"TRMT1",0.501786683618624,0.501786683618624
